user_id,0,1,2,3,4,email_clicked
525fea18-db1c-451d-9902-469ad4718e13,100,101,102,103,104,[]
525ff28d-2d28-4cf2-a4d8-468bd4718e13,100,101,102,103,104,[]
5260234c-9878-4d49-9d26-46b2d4718e13,38,11,284,424,544,[]
5260f967-7d74-4f6e-9deb-4b7fd4718e13,203,219,274,302,24,[]
526131a8-dbc8-401b-989a-44afd4718e13,100,101,102,103,104,[]
526132a9-4280-4cc4-a2d8-42acd4718e13,100,101,102,103,104,[]
526640ab-ebd8-4593-9749-4002d4718e13,58,419,371,41,205,[]
52698ff9-0470-47c7-b027-d9c9d4718e13,100,101,102,103,104,[]
5283a1d7-dae0-4d34-b38f-493cd4718e13,100,101,102,103,104,[]
5283aeaa-d9e4-46ec-a318-3a1ed4718e13,100,101,102,103,104,[]
5285d0df-8e34-4eed-8e5f-4ecdd4718e13,100,101,102,103,104,[]
52860e54-2358-4862-a854-47b5d4718e13,100,101,102,103,104,[]
528de178-be0c-4af4-9324-4fc8d4718e13,114,790,337,829,98,[]
528f575a-c6a8-4fdb-9bd7-4662d4718e13,123,321,73,68,107,[]
5294828a-9ac8-4f9e-8f75-4b14d4718e13,100,101,102,103,104,[]
529492c1-d5c8-48d0-b411-4410d4718e13,442,338,166,114,263,[]
52949cdf-6860-496a-83e1-4e3bd4718e13,41,60,580,497,159,[]
5294de89-09e8-482f-899e-4cfcd4718e13,82,17,701,121,177,[]
5295c09f-6f3c-479f-9407-46b8d4718e13,100,101,102,103,104,[]
5296fe22-a518-48c8-96bd-42e0d4718e13,106,688,132,570,72,[]
5298c2bc-7e58-4bef-9644-4607d4718e13,35,286,138,634,322,[]
5298c7b1-1aa4-4fe3-b8d6-412bd4718e13,100,101,102,103,104,[]
5298c8f2-2970-4d88-bc92-41e6d4718e13,100,101,102,103,104,[]
529b4474-3e0c-4090-8606-4519d4718e13,324,121,110,426,536,[]
529c3b23-0828-4903-9f75-4950d4718e13,156,174,138,161,322,[]
529c4713-0df0-4723-bb42-410cd4718e13,100,101,102,103,104,[]
529c56ba-5694-4862-8123-402ed4718e13,263,245,117,442,165,[]
529c5ee3-915c-479f-a7cf-427bd4718e13,114,480,105,50,544,[]
529dd13e-a880-4ef0-bf1a-4d84d4718e13,104,51,103,693,313,[]
52a0b0e9-0284-488a-a2be-4c43d4718e13,121,20,17,282,76,[]
52a1a6d3-39d0-457b-aeaf-416ed4718e13,5,23,60,623,573,[]
52a1c6e3-3fb4-4b34-9530-4c9bd4718e13,632,159,110,423,631,[]
52a1e381-8f04-422e-85f1-400ed4718e13,87,115,176,489,349,[]
52a2ba39-953c-4ca7-a2ae-4c9ed4718e13,100,101,102,103,104,[]
52a5b282-fbdc-42de-ae5f-4124d4718e13,100,101,102,103,104,[]
52a5e465-2b54-4275-a11a-407bd4718e13,344,590,333,249,189,[]
52a6e2f2-c948-4be4-915f-447ed4718e13,42,54,208,250,7,[]
52a6fff7-b4fc-4a73-90c2-4d71d4718e13,100,101,102,103,104,[]
52a7021a-5dac-4c41-add0-4db7d4718e13,29,37,174,48,544,[]
52a71c04-4818-4ac6-9d91-4c14d4718e13,100,101,102,103,104,[]
52a73f7b-fca4-43fd-9383-44ced4718e13,29,339,172,693,580,[]
52a74a17-f26c-4c98-be5c-4f8bd4718e13,100,101,102,103,104,[]
